2	30908294	30908348	6
3	57459850	57459895	12
4	84669334	84669383	9
5	32802110	32802155	22
6	39950692	39950737	7
7	17922960	17923010	8
8	111224244	111224289	5
9	100177638	100177687	7
10	43979098	43979049	1
11	229626554	229626603	1
12	68157255	68157300	2
13	101398715	101398764	9
14	24142013	24142062	14
15	201399232	201399187	1
16	83157227	83157272	11
17	72181581	72181630	X
18	151146830	151146879	1
19	14568205	14568254	12
20	137551268	137551317	9
21	6019262	6019307	16
22	39514818	39514863	1
23	75064195	75064244	14
24	141682545	141682594	5
26	62853459	62853405	11
28	52142093	52142142	1
29	100827656	100827705	7
30	112333156	112333111	9
31	42591025	42591070	3
32	33290499	33290544	9
33	26864808	26864854	7
34	130171535	130171584	X
35	144358831	144358880	8
36	146638357	146638406	4
37	19534118	19534163	17
38	48613650	48613695	19
39	5261059	5261104	6
40	119236635	119236684	X
41	118185081	118185130	1
42	117005449	117005400	10
43	89994888	89994933	1
44	24719505	24719554	6
45	54136926	54136975	1
46	108865	108914	1
47	8593997	8593952	11
48	55636489	55636444	4
50	39436831	39436880	19
51	31835274	31835322	6
52	106001606	106001660	7
53	3841159	3841204	11
54	130835469	130835515	9
55	122415592	122415538	3
56	123671257	123671306	12
57	60056626	60056680	11
58	121873227	121873272	7
59	109097899	109097952	12
60	74083468	74083517	7
61	3857868	3857917	1
62	46762944	46762993	22
63	127424267	127424315	9
64	89690390	89690439	15
65	43907334	43907379	17
66	6590282	6590327	7
67	58692490	58692535	17
68	163494472	163494517	4
69	151877028	151877077	7
70	7306907	7306961	17
71	93332771	93332816	1
72	615997	615952	1
73	138033204	138033159	5
74	171460413	171460359	3
75	89632448	89632497	1
76	38448084	38448131	20
77	65413049	65413098	14
78	20266996	20267041	X
79	206636189	206636238	1
80	244653762	244653811	1
81	113185729	113185774	12
82	35542040	35542085	20
83	32437812	32437861	11
84	27838308	27838357	6
85	154956455	154956401	1
86	111541328	111541382	3
87	129835807	129835856	9
88	149941904	149941953	6
89	97633644	97633690	9
90	238395	238444	3
91	96897793	96897842	6
92	38181812	38181857	22
93	46028993	46029038	20
94	53971069	53971024	2
95	43990907	43990960	1
96	140302828	140302781	5
97	43023147	43023196	13
98	56646228	56646174	12
99	319575	319521	12
100	1086174	1086219	7
101	53694101	53694155	19
102	236026	236075	11
103	67685033	67685081	1
104	75430825	75430871	14
105	219628449	219628498	2
106	125747638	125747687	9
107	101677063	101677112	3
108	212614913	212614958	1
109	657523	657568	18
110	36224100	36224149	1
111	176268790	176268844	2
112	231241465	231241510	1
113	52038379	52038428	4
114	201946779	201946826	1
115	156332211	156332260	2
116	6554462	6554417	1
117	229434145	229434190	1
118	131807771	131807817	6
119	10566325	10566374	19
120	28316470	28316519	8
121	45470020	45470069	20
122	69866511	69866562	6
123	38859827	38859876	1
124	133572250	133572205	8
125	3696878	3696927	17
126	100943138	100943192	14
127	140794956	140795006	5
128	141869580	141869526	5
129	175444238	175444287	5
130	52705345	52705394	3
131	15322761	15322809	12
132	10141600	10141653	3
133	145958105	145958060	1
134	168247801	168247756	2
135	40317606	40317560	1
136	143289022	143289071	7
137	69369266	69369315	5
138	46762521	46762570	22
139	50908455	50908406	15
140	8837101	8837148	2
141	33479814	33479860	2
142	62337410	62337459	11
143	32412261	32412212	21
144	9819350	9819395	19
145	1309034	1309083	16
146	15246584	15246638	6
147	75087969	75087920	17
148	11017919	11017964	10
149	151994178	151994126	1
150	51197877	51197832	18
151	28913696	28913750	2
152	13133114	13133160	8
153	175168371	175168419	2
154	33435635	33435689	2
155	183635171	183635122	1
156	241250695	241250645	2
157	122399630	122399675	6
158	23825504	23825550	1
159	27808157	27808103	6
160	64454247	64454198	2
161	57773029	57772975	12
162	17412981	17413030	8
163	30667948	30667997	22
164	101252272	101252321	15
165	46459446	46459491	21
166	103562131	103562176	14
167	1432952	1432903	1
168	20185869	20185914	1
169	201888540	201888585	1
170	181681044	181681093	2
171	50716590	50716635	19
172	77027159	77027114	13
173	46173935	46173886	18
174	122422918	122422873	12
175	115181294	115181240	5
176	58559888	58559834	16
177	6579993	6580038	10
178	25585715	25585670	20
179	121698819	121698770	9
180	149885959	149886008	1
181	27322308	27322257	2
182	39700199	39700244	17
183	117144208	117144253	11
184	26045175	26045229	6
185	116574716	116574671	5
186	25674052	25674101	2
187	116571766	116571815	6
188	46617113	46617158	2
189	100186017	100185968	10
190	27723203	27723252	3
191	100101682	100101731	7
192	144082575	144082620	8
193	69726644	69726693	16
194	49494950	49494995	17
195	2428422	2428377	19
196	79631611	79631656	6
197	50299313	50299265	3
198	24919244	24919293	2
199	3165651	3165606	11
200	97982662	97982707	9
201	180016471	180016417	5
202	38468329	38468284	8
203	27038732	27038678	5
204	71586580	71586634	14
205	49824334	49824280	22
206	2526322	2526277	1
207	33271939	33271988	6
208	176122251	176122296	2
209	39779455	39779410	2
210	50561350	50561399	7
211	88993350	88993296	1
212	47079420	47079469	12
213	11805999	11805950	1
214	39672343	39672392	1
215	134371611	134371659	5
216	81280712	81280757	8
217	165309609	165309658	6
218	96702607	96702652	5
219	99251100	99251149	15
220	133051320	133051369	5
221	13463011	13462966	11
222	44141931	44141976	17
223	8859444	8859489	16
224	22232375	22232420	8
225	95839465	95839519	4
226	21652604	21652649	22
227	26034423	26034468	2
228	139084640	139084595	4
229	203089760	203089809	1
230	36519596	36519645	14
231	67194109	67194162	15
232	66677824	66677775	11
233	8911005	8911054	11
234	171314143	171314196	1
235	130159490	130159539	11
236	55478687	55478741	16
237	129315775	129315824	3
239	79090839	79090790	15
240	2944478	2944427	19
241	3808759	3808808	11
242	157823220	157823269	6
243	42152904	42152950	8
244	232633275	232633324	2
245	144444948	144444997	8
246	17751816	17751870	19
247	46104256	46104211	18
248	140458725	140458673	8
249	58098479	58098528	19
250	30755088	30755043	12
251	1166604	1166649	1
252	65228266	65228315	2
253	48617683	48617728	2
254	64250947	64250992	11
255	92291759	92291808	10
256	4123692	4123638	17
257	154405237	154405188	1
258	161225962	161226016	1
259	151807487	151807536	6
260	90587325	90587374	6
261	89720261	89720216	16
262	109465209	109465156	9
263	26051111	26051062	13
264	36489759	36489710	19
265	24793936	24793985	2
266	89701714	89701759	10
267	77819389	77819438	4
268	49094193	49094242	3
269	25864004	25864053	15
270	84913357	84913303	12
271	65084528	65084580	11
272	69797032	69796987	6
273	108381549	108381504	5
274	5154984	5155033	21
275	113472620	113472575	12
276	74287751	74287697	X
277	26291990	26292036	8
278	128818394	128818439	9
279	17576624	17576673	8
281	932818	932773	12
282	32437956	32438003	11
283	57487975	57488020	12
284	65722078	65722123	5
285	41397739	41397788	19
286	75549255	75549300	13
287	151058364	151058409	7
288	36605775	36605726	20
289	64285602	64285553	11
290	63701061	63701012	17
291	58392649	58392698	16
292	32091815	32091864	18
293	134412078	134412029	11
294	3893363	3893314	17
295	49231309	49231264	17
297	155610184	155610233	1
298	3532545	3532500	4
299	31547294	31547348	6
300	35268444	35268498	1
301	123562456	123562411	X
302	39031914	39031869	19
303	140882177	140882231	5
304	149945329	149945275	5
305	103334816	103334865	14
306	146509722	146509668	4
307	48635466	48635421	3
308	45328229	45328283	6
309	26216753	26216807	6
310	113627044	113626995	22
311	74726051	74726006	15
312	135509652	135509699	7
314	122975451	122975496	12
315	3970573	3970622	19
316	136819306	136819351	3
317	62466772	62466817	12
318	44401092	44401139	20
319	54174295	54174250	20
320	6589758	6589807	7
321	6555684	6555729	12
322	43621992	43621947	3
323	85689126	85689081	16
324	100267477	100267522	12
325	44373339	44373387	13
326	64378449	64378494	8
327	5525293	5525342	10
328	22584474	22584523	20
329	132537356	132537401	10
330	23744223	23744272	1
331	40680221	40680270	5
332	41621970	41622015	22
333	98119275	98119230	9
335	60056351	60056404	11
336	30905688	30905742	13
337	56393020	56393069	20
338	68579281	68579232	15
339	129316494	129316543	3
340	35744883	35744932	19
341	107565448	107565493	11
343	108848241	108848290	6
344	57590970	57591015	12
345	82228561	82228606	17
346	74749018	74749064	17
347	32043253	32043298	22
348	78945223	78945178	15
349	96305789	96305838	2
350	49904504	49904450	12
351	100109155	100109209	14
352	138331391	138331337	5
353	2476062	2476013	19
354	70442042	70442087	10
356	41457849	41457894	13
357	69370702	69370756	5
358	131250267	131250321	6
359	103064329	103064280	X
360	108664787	108664841	11
361	14300695	14300744	17
362	111317262	111317208	6
363	110468389	110468438	12
364	92040314	92040363	14
365	24494654	24494703	22
366	181680293	181680239	2
367	9498645	9498599	19
368	64989290	64989339	2
369	108091375	108091429	X
370	65013702	65013747	11
372	112938459	112938504	12
373	73633491	73633446	15
374	52267407	52267461	14
375	59007775	59007725	20
376	109598546	109598600	1
377	53882697	53882742	19
378	53882109	53882154	19
379	48848192	48848138	3
380	79366079	79366025	13
381	69085247	69085292	3
382	68809259	68809313	12
383	14838236	14838281	10
384	41621798	41621843	22
385	62804459	62804504	10
386	146338638	146338687	5
387	8620397	8620448	16
388	125595089	125595138	3
389	194685590	194685639	3
390	110796295	110796342	X
391	34656667	34656716	5
392	44401246	44401293	20
393	107717171	107717220	X
394	47738478	47738527	8
395	34367754	34367709	15
396	38381848	38381794	8
397	81977606	81977651	17
398	90388114	90388159	15
399	237085140	237085194	2
401	133247859	133247814	10
402	120792939	120792993	2
403	21303215	21303260	20
404	47651151	47651097	X
405	91501754	91501806	1
406	96761229	96761278	2
407	112861346	112861393	5
408	91510556	91510507	14
410	43480300	43480246	5
411	106113054	106113003	7
412	231707661	231707612	2
413	86521820	86521771	10
414	77028929	77028978	14
415	45262843	45262892	17
416	154558371	154558326	1
418	45221822	45221773	17
419	46333915	46333964	18
420	76059434	76059481	15
421	118951622	118951568	8
422	22451940	22451989	1
423	123184187	123184237	X
424	98426729	98426778	8
425	153535620	153535665	X
426	94175858	94175912	9
427	172006009	172006054	5
428	55580981	55581035	1
429	196782138	196782192	3
430	47231821	47231767	19
431	11883262	11883316	17
432	1900720	1900765	4
433	131327822	131327867	7
434	49691642	49691597	13
435	148272	148320	1
436	111483581	111483626	6
437	93746358	93746412	11
438	38387997	38388045	19
439	93588	93637	16
440	63894514	63894465	20
441	9818762	9818717	19
442	105491334	105491383	14
443	28662059	28662005	17
444	128965216	128965261	5
445	59331185	59331234	17
446	65888073	65888028	11
447	91713	91767	1
448	18467281	18467335	20
449	100373159	100373208	7
450	115976012	115976066	1
451	53675708	53675762	19
452	78361151	78361196	17
453	27601	27556	19
454	63277181	63277226	15
455	31356439	31356394	6
456	68365592	68365646	2
457	36993577	36993622	3
458	140639439	140639484	5
459	74434101	74434052	15
460	100892497	100892551	15
461	40803580	40803634	19
462	163614503	163614449	4
463	48997437	48997482	17
464	69424416	69424465	16
465	6753675	6753724	12
466	76999963	76999909	8
467	30672959	30673008	6
468	64387686	64387733	15
469	42896593	42896638	8
470	72813913	72813962	11
471	98594008	98594053	12
472	236507377	236507426	2
473	86302195	86302146	11
474	95317981	95317927	9
475	6909435	6909386	4
476	9151758	9151704	1
477	64301179	64301125	15
478	192727615	192727570	3
479	71396581	71396626	10
480	173355624	173355672	2
481	12110900	12110945	11
482	42656721	42656770	4
483	43185385	43185430	15
484	43480145	43480091	5
485	134918526	134918571	2
486	132645995	132645945	2
487	10911169	10911218	2
488	43059390	43059439	6
489	8124252	8124298	17
490	50959047	50959096	20
491	70608067	70608112	8
492	70902323	70902368	4
493	11649730	11649784	12
494	18612613	18612662	19
495	64975992	64976041	17
496	79896525	79896570	15
497	44914722	44914767	19
498	53520934	53520979	19
499	42928932	42928986	6
500	132687772	132687727	12
501	109100293	109100338	1
502	149729919	149729968	5
503	57632511	57632560	13
504	85410698	85410644	2
505	228102396	228102441	1
506	60078700	60078745	17
507	8868004	8867950	1
508	71455742	71455787	5
509	32552705	32552652	9
510	11668168	11668213	16
511	50321862	50321907	3
512	93746219	93746273	11
513	41797469	41797514	8
514	108786573	108786622	2
515	42681913	42681962	1
516	118341982	118342031	10
517	109689418	109689467	5
518	143942626	143942675	8
519	42164955	42165002	1
520	25050342	25050293	14
521	8261551	8261600	7
522	134029798	134029753	3
523	32581081	32581126	19
524	18173537	18173586	19
525	12752278	12752325	19
526	147230913	147230859	X
527	178994231	178994277	5
528	119832781	119832729	8
529	138711939	138711988	X
530	2753637	2753686	16
531	190514461	190514506	3
532	4303441	4303486	3
533	23145283	23145330	22
534	184037888	184037834	1
535	69954613	69954658	10
536	174487395	174487440	2
537	1870525	1870570	4
538	102714704	102714749	10
539	53892081	53892130	3
540	69878919	69878964	14
541	71850957	71850912	10
542	73760273	73760321	14
543	100099087	100099136	9
544	42313072	42313121	19
545	179908280	179908235	5
546	135211047	135210993	7
547	7179191	7179240	17
548	36850258	36850303	19
549	13785171	13785122	20
550	65169103	65169157	12
551	54337215	54337269	12
552	41942832	41942778	8
553	141192339	141192393	5
554	96236785	96236839	14
555	94148231	94148276	12
556	20806091	20806037	16
557	89822045	89822095	1
558	113798047	113797993	1
559	122399521	122399566	6
560	228143516	228143563	1
561	8435557	8435611	17
562	235493268	235493314	2
563	104207937	104207982	7
564	51878946	51878991	1
565	26216187	26216236	10
566	68904211	68904260	11
567	76501435	76501386	17
568	237862	237911	3
569	12195670	12195715	10
570	143829720	143829767	8
571	21514925	21514974	20
572	47773334	47773379	12
573	139015691	139015736	4
574	139015519	139015568	4
575	17735535	17735584	11
576	20528298	20528352	4
577	1891593	1891548	1
578	2877168	2877123	12
579	141412892	141412946	5
580	48425557	48425512	3
581	188292365	188292414	2
582	25372742	25372787	8
583	40514628	40514574	4
584	22982727	22982772	14
585	62816819	62816770	20
586	46700963	46701008	3
587	852432	852382	4
588	154936873	154936922	1
589	39868007	39868056	17
590	5681290	5681339	19
591	48681840	48681889	12
592	68264508	68264557	16
593	73892843	73892892	2
594	56451589	56451637	16
595	46250628	46250677	22
596	17281883	17281928	6
597	102464629	102464678	7
598	33129473	33129518	7
599	169427683	169427629	1
600	58229057	58229106	19
601	19063748	19063694	9
603	113135652	113135600	12
604	3227936	3227981	6
605	179229632	179229587	1
606	47705545	47705500	12
607	78049024	78049078	17
608	71331740	71331785	2
609	133082206	133082161	7
610	132670048	132670093	9
611	130448664	130448615	11
612	40856388	40856433	22
613	34458930	34458979	9
614	82170394	82170345	16
615	94063302	94063351	3
616	47021249	47021294	19
617	41231235	41231280	15
618	133051857	133051908	5
619	65420359	65420408	1
620	1492973	1493022	16
621	34815741	34815691	10
622	124740061	124740107	11
623	47941494	47941543	17
625	4666799	4666745	9
627	4007438	4007389	19
628	31809276	31809222	10
629	160081251	160081305	1
630	41577835	41577889	15
631	3712984	3712939	X
632	50365533	50365481	19
633	59689329	59689284	15
634	53377693	53377742	4
635	58149045	58149099	18
636	128488268	128488223	3
637	154541556	154541610	X
638	233854282	233854327	2
639	144529191	144529240	8
640	104747186	104747235	9
641	74654662	74654708	2
642	236604406	236604455	1
643	88803674	88803723	16
644	6493503	6493552	12
645	58987247	58987301	15
646	133240669	133240723	6
647	13990441	13990387	7
648	72231352	72231401	15
649	20669362	20669411	11
652	101127259	101127311	7
653	59018950	59018995	20
654	49708468	49708414	17
655	26273359	26273411	6
656	32872310	32872256	1
657	32205631	32205676	1
658	62524120	62524165	18
659	103333876	103333924	14
660	101408306	101408355	X
661	74726125	74726174	15
662	31498401	31498446	6
663	24495176	24495127	22
664	143450501	143450546	6
665	2103179	2103224	20
666	143597362	143597317	8
667	40258010	40258055	1
668	56467370	56467415	4
669	61538687	61538640	2
670	33795950	33795901	19
671	34105723	34105769	11
672	40039236	40039182	15
673	34791802	34791851	6
674	47905395	47905350	12
676	7576188	7576242	17
678	57455025	57455079	12
679	22563287	22563238	1
680	51094869	51094915	14
681	50569683	50569732	3
682	43594010	43594055	15
683	5513902	5513857	7
684	43059367	43059416	6
685	74350090	74350144	8
686	17229417	17229463	10
687	72537643	72537692	8
688	46447189	46447238	X
689	25691582	25691627	16
690	3500580	3500625	1
691	65834053	65834098	11
692	170038827	170038876	3
693	79988722	79988771	18
694	129611373	129611418	7
695	42335968	42336013	19
696	30408314	30408368	16
697	47838084	47838030	4
698	83052007	83051962	1
700	70662621	70662670	11
701	2656086	2656136	20
702	51709094	51709139	3
703	58129603	58129652	16
704	16156060	16156109	1
705	38421254	38421200	8
706	47330106	47330160	3
707	100709419	100709468	3
708	9943322	9943367	1
709	40342160	40342205	17
710	241678474	241678420	2
711	156860146	156860191	1
712	65534453	65534499	X
713	137764617	137764664	3
714	76906453	76906502	9
715	41332212	41332261	15
716	31234330	31234379	2
717	43576041	43575996	6
718	70257940	70257985	2
719	81077520	81077569	16
720	117376127	117376176	10
721	127122506	127122553	9
722	88327398	88327349	8
723	69124023	69124068	10
724	64844922	64844877	11
725	43022437	43022491	13
726	7577676	7577726	17
727	31814767	31814816	6
728	39125577	39125626	19
729	208028689	208028636	1
730	7383286	7383338	19
731	101346723	101346769	4
732	17612977	17612932	2
733	74507730	74507779	2
734	11847118	11847064	3
735	10761580	10761535	5
736	46877056	46877101	3
737	113391359	113391404	1
738	70071383	70071428	8
739	34703966	34704015	20
740	41491045	41491090	8
741	98045381	98045430	1
742	8082183	8082228	12
743	268232	268183	18
744	10294531	10294477	11
745	73232939	73232988	17
746	27251815	27251864	13
747	28985005	28985050	16
748	24793495	24793544	2
749	211831117	211831063	1
750	7011931	7011985	17
751	14854815	14854761	8
752	76001608	76001657	17
753	42833232	42833281	17
754	9780491	9780536	4
755	135457936	135457981	8
756	37805604	37805653	22
757	28538999	28539048	16
758	54200108	54200157	1
759	1989775	1989821	16
760	102737202	102737148	2
761	110338692	110338741	1
762	100795025	100795074	12
763	37019508	37019557	22
764	97445813	97445862	10
765	143974904	143974953	8
766	23826250	23826197	9
767	168319818	168319769	6
768	1433133	1433079	1
769	219028061	219028110	2
770	129122456	129122407	3
771	147225019	147225068	1
772	123154357	123154308	10
773	10580894	10580849	16
774	65786724	65786769	11
775	67969291	67969246	16
776	86135370	86135424	2
777	150321660	150321706	1
778	45274120	45274075	17
779	9095313	9095367	20
780	17556199	17556244	19
781	90409533	90409578	5
782	241686848	241686803	2
783	121801215	121801260	4
784	143513253	143513302	4
785	1092417	1092372	1
786	36535362	36535411	1
787	37100996	37101041	15
788	200526085	200526134	2
789	35800709	35800754	7
790	1604985	1604931	19
791	77819244	77819290	4
792	3168598	3168647	20
793	14689822	14689871	19
794	31026677	31026726	14
795	110209613	110209662	10
796	178187138	178187093	5
797	8199326	8199371	4
798	34714022	34713968	14
799	146946196	146946142	4
800	43833139	43833094	17
801	44776491	44776545	1
802	42833523	42833568	17
803	31845872	31845827	20
804	71305504	71305459	3
805	45521328	45521377	1
806	217630764	217630813	1
807	36606578	36606627	5
808	49870033	49869988	3
809	33817843	33817888	13
810	20763689	20763742	16
811	66831525	66831471	16
812	31042384	31042433	18
813	62573948	62573997	11
814	7252303	7252352	17
815	183099064	183099109	3
816	78510142	78510191	5
817	49554463	49554414	3
818	157575961	157575916	5
819	22258410	22258361	16
820	74731671	74731716	11
821	8199667	8199712	4
822	49170187	49170237	15
823	25962668	25962722	6
824	13602278	13602233	17
825	103848174	103848223	14
826	169765204	169765158	3
827	98370160	98370205	2
828	39639855	39639806	1
829	131933818	131933867	10
830	239400306	239400252	2
831	1472020	1472065	1
832	174522440	174522489	4
833	45341330	45341281	13
834	167936579	167936624	1
835	1900326	1900380	4
836	14068858	14068912	17
837	41402066	41402115	15
838	41608042	41608091	14
839	10333845	10333894	19
840	58279449	58279495	19
841	131503042	131503087	9
842	51238778	51238823	12
843	40134776	40134825	7
844	9151003	9151052	8
845	14947178	14947227	3
846	19067924	19067971	16
847	100586196	100586151	7
848	74985231	74985280	16
849	128772262	128772217	9
850	11283781	11283834	8
851	168769500	168769446	5
852	53347195	53347240	3
853	38496172	38496221	3
854	170358235	170358280	3
855	18226087	18226132	17
856	84906270	84906316	2
857	60516973	60517018	8
858	29115342	29115387	2
859	55928087	55928136	12
860	2765705	2765750	6
861	14505104	14505158	5
862	95677609	95677654	13
863	17753873	17753824	2
864	47515598	47515549	19
865	120211464	120211509	11
866	136483647	136483692	9
867	89972541	89972590	16
868	34130	34179	10
869	98143540	98143589	4
870	4371215	4371264	1
871	123741342	123741391	11
872	329802	329757	1
873	58200032	58199983	14
874	119369756	119369707	9
875	64151067	64151113	15
876	101061256	101061310	14
877	161308736	161308782	2
878	124495403	124495349	12
879	71932223	71932174	14
880	27296842	27296887	1
881	1706507	1706553	16
882	17940507	17940462	7
883	56224619	56224664	12
884	222712632	222712681	1
885	95117088	95117135	1
886	31211757	31211811	22
887	229922985	229922936	2
889	52678909	52678956	15
890	177554088	177554043	5
891	30369382	30369328	16
892	219160845	219160796	2
893	46346852	46346901	19
894	74953228	74953174	9
895	85355096	85355145	2
896	49164190	49164235	X
897	101217754	101217709	7
898	145814888	145814933	6
899	100720479	100720524	7
900	73051948	73051997	15
901	134170321	134170267	X
902	4248565	4248611	20
903	67884586	67884537	10
904	6473021	6472976	4
905	63863214	63863260	3
906	100536179	100536228	10
907	209885	209939	10
908	1971964	1972009	16
909	214602993	214603042	1
910	212035867	212035813	1
911	75816969	75817023	6
912	39342962	39343007	19
913	52246111	52246156	3
914	75667474	75667519	17
915	67639045	67639094	11
916	70169633	70169682	17
917	43093444	43093493	8
918	112108918	112108967	12
919	136250644	136250594	6
